index,brand,Model,gpu_type,Vram,processor_brand,processor_tier,ram_memory,primary_storage_type,primary_storage_capacity,is_touch_screen,display_size,resolution_width,resolution_height,OS,Price
259,acer,Acer Extensa 15 EX215-33 Laptop (Intel Core i3 N305/ 8GB/ 256GB TRUE/ Win11 Home),integrated,0,intel,core i3,8,TRUE,256,FALSE,15.6,1920,1080,windows,27990
260,msi,MSI Sword 15 A12VF-401IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB TRUE/ Win11/ 8GB Graph),dedicated,8,intel,core i7,16,TRUE,1024,FALSE,15.6,1920,1080,windows,105990
261,hp,HP ProBook 445 G8 Business Laptop (AMD Ryzen 7 5800U/ 8GB/ 512GB TRUE/ Win11),integrated,0,amd,ryzen 7,8,TRUE,512,FALSE,14,1920,1080,windows,46990
262,acer,Acer Aspire 5 UN.K3JSI.004 Laptop (12th Gen Core i5/ 12GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i5,12,TRUE,512,FALSE,15.6,1920,1080,windows,46990
263,asus,Asus Vivobook 15 OLED 2023 M1505YA-LK541WS Laptop (Ryzen 5 7530U/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 5,16,TRUE,512,FALSE,15.6,1920,1080,windows,53990
264,asus,Asus Vivobook Go 15 2023 E1504FA-NJ543WS Laptop (Ryzen 5 7520U / 16GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 5,16,TRUE,512,FALSE,15.6,1920,1080,windows,48579
265,asus,Asus Vivobook 16 2023 M1605YA-MB741WS Laptop (Ryzen 7 7730U/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 7,16,TRUE,512,FALSE,16,1920,1200,windows,70990
266,samsung,Samsung Galaxy Book 3 NP750XFG-KB1IN Laptop (13th Gen Core i5/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,69990
267,samsung,Samsung Galaxy Book 3 NP750XFG-KA3IN Laptop (13th Gen Core i7/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i7,16,TRUE,512,FALSE,15.6,1920,1080,windows,75990
268,infinix,Infinix INBook Y1 Plus Laptop (10th Gen Core i3/ 8GB/ 256GB TRUE/ Win 11 Home),integrated,0,intel,core i3,8,TRUE,256,FALSE,15.6,1920,1080,windows,24990
269,hp,HP Victus 15-fb0107AX Gaming Laptop (Ryzen 7-5800H/ 16GB/ 512GB TRUE/ Win11/ 4GB Graph),dedicated,4,amd,ryzen 7,16,TRUE,512,FALSE,15.6,1920,1080,windows,70990
270,asus,Asus VivoBook 15 X1500EA-EJ3379WS Laptop (11th Gen Core i3/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,30890
271,hp,HP Victus 15-fb0777AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB TRUE/ Win11/ 4GB Graph),dedicated,4,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,windows,51990
272,hp,HP Victus 16-d0311TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB TRUE/ Win11/ 4GB Graph),dedicated,4,intel,core i5,16,TRUE,512,FALSE,16.1,1920,1080,windows,57990
273,hp,HP 15s-fr4000TU Laptop (11th Gen Core i5/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,48450
274,hp,HP Envy x360 13-bf0121TU  Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,512,TRUE,13.4,1920,1200,windows,79990
275,hp,HP Pavilion 14-dv2014TU Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/ Win 11),integrated,0,intel,core i5,16,TRUE,512,FALSE,14,1920,1080,windows,63990
276,hp,HP 255 G8 6X4B2PA Laptop (AMD Athlon 3050/ 4GB/ 256GB TRUE/ DOS),integrated,0,amd,other,4,TRUE,256,FALSE,15.6,1920,1080,dos,19299
277,dell,Dell Inspiron 5420 Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,512,FALSE,14,1920,1080,windows,69999
278,asus,Asus VivoBook 14 2022 X1402ZA-MW511WS Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i5,16,TRUE,512,TRUE,14,1920,1080,windows,62600
279,lenovo,Lenovo Legion 5 82JU00SYIN Laptop (AMD Ryzen 7 5800H/ 16GB/ 1TB TRUE/ Win11 Home/ 6GB Graph),dedicated,6,amd,ryzen 7,16,TRUE,1024,FALSE,16,2560,1600,windows,99990
280,msi,MSI Creator M16 A12UD-633IN Laptop (12th Gen Core i7/ 16GB/ 512GB TRUE/ Win11/ 4GB Graph),dedicated,4,intel,core i7,16,TRUE,512,FALSE,16,2560,1660,windows,83990
281,hp,HP Victus 15-fb0050AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB TRUE/ Win11/ 4GB Graph),dedicated,4,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,windows,59871
282,hp,HP Pavilion 15s-fq5112TU Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,56999
283,asus,Asus ROG Zephyrus G15 2022 GA503RW-LN067WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB TRUE/ Win11 Home/ 8GB Graph),dedicated,8,amd,ryzen 9,16,TRUE,1024,FALSE,15.6,2560,1440,windows,144990
284,hp,HP 15s-fq2673TU Laptop (11th Gen Core i3/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,40609
285,lenovo,Lenovo IdeaPad Gaming 3 82K201ULIN Laptop (Ryzen 5 5600H/ 16GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,amd,ryzen 5,16,TRUE,512,FALSE,15.6,1920,1080,windows,64990
286,apple,Apple MacBook Air 2022 Laptop (Apple M2/ 8GB/ 512GB TRUE/ MacOS),apple,0,apple,m2,8,TRUE,512,FALSE,13.6,2560,1664,mac,132990
287,apple,Apple MacBook Pro 2022 Laptop (Apple M2/ 8GB/ 512GB TRUE/ macOS),apple,0,apple,m2,8,TRUE,512,FALSE,13.3,2560,1600,mac,136990
288,samsung,Samsung Galaxy Book2 15 Laptop (12th Gen Core i5/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,54990
289,lenovo,Lenovo IdeaPad D330 82H0001YIN Laptop (Celeron N4020/ 4GB/ 128GB eMMC/ Win10),integrated,0,intel,celeron,4,FALSE,128,TRUE,10.1,1200,800,windows,24990
290,hp,HP Pavilion 15-eg2009TU Laptop (12th Gen Core i5/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,63990
291,hp,HP 247 G8 67U77PA Laptop (Athlon P-3045B HD/ 8GB/ 1TB FALSE/ Win11),integrated,0,amd,other,8,FALSE,1024,FALSE,14,1366,768,windows,24990
292,samsung,Samsung Galaxy Book2 Pro 15 Laptop (12th Gen Core i7/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i7,16,TRUE,512,FALSE,15.6,1080,1920,windows,116990
293,hp,HP 14s-fq1092au Laptop (Ryzen 5 5500U/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 5,8,TRUE,512,FALSE,14,1920,1080,windows,41750
294,realme,Realme Book Slim Laptop (11th Gen Core i3/ 8GB/ 256GB TRUE/ Win10),integrated,0,intel,core i3,8,TRUE,256,FALSE,14,1440,2160,windows,36990
295,dell,Dell Inspiron 3501 Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB TRUE/ Win10),integrated,0,intel,core i5,8,FALSE,1024,FALSE,15.6,1920,1080,windows,52199
296,avita,Avita Pura NS14A6 Laptop (AMD Ryzen 5/ 8GB/ 512GB TRUE/ Win10),integrated,0,amd,ryzen 5,8,TRUE,512,FALSE,14,1920,1080,windows,21390
297,hp,HP EliteBook 840 G6 (8LX79PA) Laptop (8th Gen Core i5/ 8GB/ 512GB TRUE/ Win10),integrated,0,intel,core i5,8,TRUE,512,FALSE,14,1920,1080,windows,90464
298,dell,Dell Inspiron 5370 Laptop (8th Gen Core i7/ 8GB/ 256GB TRUE/ Win10/ 4GB Graph),dedicated,4,intel,core i7,8,TRUE,256,FALSE,13.3,1920,1080,windows,87990
300,chuwi,Chuwi Gemibook X Pro Laptop (Intel Celeron N100/ 8 GB/ 256 GB TRUE/ Win11 Home),integrated,0,intel,other,8,TRUE,256,FALSE,14.1,1920,1080,windows,21990
301,chuwi,Chuwi CoreBook X Laptop (10th Gen Core i5/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,512,FALSE,14,2160,1440,windows,34990
302,avita,Avita Liber Liber E AM14A2INL54F Laptop (AMD Ryzen 5 5500U/ 8GB/ 256GB TRUE/ Win11 Home),integrated,0,amd,ryzen 5,8,TRUE,512,FALSE,14,1920,1080,windows,32949
303,lenovo,Lenovo ThinkPad X1 Fold Gen 1 Laptop (Intel Core i5/ 8GB/ 1TB TRUE/ Win10 Pro),integrated,0,intel,core i5,8,TRUE,1024,TRUE,13.3,2048,1536,windows,150000
304,dell,Dell G16 7630 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB TRUE/ Win11/ 8GB Graph),dedicated,8,intel,core i9,16,TRUE,1024,FALSE,16,2560,1600,windows,208490
305,hp,HP Envy x360 15-fh0014AU Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 5,8,TRUE,512,TRUE,15.6,1920,1080,windows,79467
306,lenovo,Lenovo IdeaPad Slim 3 83ER008DIN Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,56990
307,lenovo,Lenovo Ideapad Flex 5 14IAU7 82R700KHIN Laptop (12th Gen Core i3/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i3,8,TRUE,512,TRUE,14,1920,1200,windows,54990
308,hp,HP 250 G9 95X38PA Laptop (12th Gen Core i5/ 8GB/ 512 GB TRUE/ DOS),integrated,0,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,dos,57500
309,hp,HP 240 G9 8J0S5PA Laptop (12th Gen Core i5/ 8GB/ 512 GB TRUE/ DOS),integrated,0,intel,core i5,8,TRUE,512,FALSE,14,1366,768,dos,54599
310,lenovo,Lenovo ThinkBook 14 21DH00C1IH Laptop (12th Gen Core i5/ 8GB/ 512GB TRUE/ DOS),integrated,0,intel,core i5,8,TRUE,512,FALSE,14,1920,1080,dos,62999
311,lenovo,Lenovo IdeaPad Slim 1 82R400BGIN Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,windows,36490
312,lenovo,Lenovo V14 82KAA0AMIH Laptop (11th Gen Core i5/ 8GB/ 512GB TRUE/ DOS),integrated,0,intel,core i5,8,TRUE,512,FALSE,14,1366,768,dos,45990
313,lenovo,Lenovo V14 82KAA01QIH Laptop (11th Gen Core i5/ 8GB/ 512GB TRUE/ Win10 Home),integrated,0,intel,core i5,8,TRUE,512,FALSE,14,1920,1080,windows,46990
314,msi,MSI Thin GF63 11UC-1494IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB 256GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,intel,core i7,16,FALSE,1024,FALSE,15.6,1920,1080,windows,66350
315,lenovo,Lenovo IdeaPad Slim 3i 82RK011EIN Laptop (12th Gen Core i7/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i7,16,TRUE,512,FALSE,15.6,1920,1080,windows,62990
316,dell,"Dell Inspiron 3535 Laptop (AMD Ryzen R3-7320U,/ 8GB/ 512GB TRUE/ Win11)",integrated,0,amd,ryzen 3,8,TRUE,512,FALSE,15.6,1920,1080,windows,36731
317,hp,HP 15s-EQ2084AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 7,16,TRUE,512,FALSE,15.6,1920,1080,windows,51901
318,dell,Dell Inspiron 7430 14 2 in 1 Laptop (13th Gen Core i3/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i3,8,TRUE,512,TRUE,14,1920,1200,windows,59890
319,lenovo,Lenovo Ideapad Slim 5 82XD006GIN Laptop (13th Gen Core i5/ 16 GB RAM/ 1TB TRUE/ Win 11),integrated,0,intel,core i5,16,TRUE,1024,FALSE,14,1920,1200,windows,73990
320,lenovo,Lenovo IdeaPad Slim 5 14IAH8 83BF0043IN Laptop (12th Gen Core i5/ 16GB/ 1TB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,1024,FALSE,14,1920,1200,windows,61990
321,hp,HP 250 G9 95X40PA Laptop (12th Gen Core i7/ 8GB/ 512 GB TRUE/ DOS),integrated,0,intel,core i7,8,TRUE,512,FALSE,15.6,1920,1080,dos,67288
322,dell,Dell Inspiron 3520 IN3520RVTGV001ORB1 Laptop (11th Gen Core i3/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,34990
323,lenovo,Lenovo Thinkpad E14 G4 21E3S00P00 Laptop (12th Gen Core i5/ 8GB/ 512GB TRUE/ DOS),integrated,0,intel,core i5,8,TRUE,512,FALSE,14,1920,1080,dos,74900
324,dell,Dell Latitude 7440 14 Laptop (13th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Pro),integrated,0,intel,core i5,16,TRUE,512,TRUE,14,1920,1200,windows,152000
325,lenovo,Lenovo IdeaPad Slim 3 82H803U0IN Laptop (11th Gen Core i3/ 8GB/ 256GB TRUE/ Win11),integrated,0,intel,core i3,8,TRUE,256,FALSE,15.6,1920,1080,windows,31990
326,acer,Acer Aspire 3 15 A315-510P UN.KDHSI.019 Laptop (Intel Core i3 N305/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,29990
327,acer,Acer Aspire Lite 15 AL15-51 2023  Laptop (11th Gen Core i5/ 16GB/ 1TB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,1024,FALSE,15.6,1920,1080,windows,46500
328,lenovo,Lenovo ThinkPad X1 Carbon 21HMS00000 Laptop (13th Gen Core i7/ 16GB/ 1TB TRUE/ Win11 Pro),integrated,0,intel,core i7,16,TRUE,1024,FALSE,14,1920,1200,windows,218990
329,avita,Avita Liber AM15A2INT56F Laptop (12th Gen Core i3/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,32550
330,acer,Acer TravelMate P2 TMP214-53 14 Business Laptop (11th Gen Core i7/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i7,16,TRUE,512,FALSE,14,1920,1080,windows,49990
331,acer,Acer Aspire Lite AL15-52 Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,44999
332,acer,Acer Aspire Lite AL15-52 2023 Laptop (12th Gen Core i5/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,42999
333,avita,Avita Pura S101 Laptop (Celeron N4020/ 8GB/256GB TRUE/ Win11 Home),integrated,0,intel,celeron,8,TRUE,256,FALSE,14,1920,1080,windows,19421
334,apple,Apple MacBook Pro 14 2023 Laptop (Apple M3/ 8GB/ 1TB TRUE/ macOS),apple,0,apple,m3,8,TRUE,1024,FALSE,14.2,3024,1964,mac,189900
335,apple,Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 1TB TRUE/ macOS),apple,0,apple,m3,8,TRUE,1024,FALSE,14.2,3024,1964,mac,239900
336,lenovo,Lenovo Yoga Slim 7i Carbon 13IRP8 83AY003CIN Laptop (13th Gen Core i7/ 16GB/ 1TB TRUE/ Win11 Home),integrated,0,intel,core i7,16,TRUE,1024,TRUE,13.3,2560,1600,windows,123190
337,asus,Asus Chromebook CX1500CKA-EJ0247 Laptop (Celeron N4500/ 8GB/ 128GB eMMC/ Chrome OS),integrated,0,intel,celeron,8,FALSE,128,FALSE,15.6,1920,1080,chrome,32825
338,lenovo,Lenovo Ideapad Gaming 3 15ARH7 82SB00QJIN Laptop  (AMD Ryzen 5 7535HS / 16GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,windows,68990
339,acer,Acer Aspire 5 A515-57 NX.K3JSI.006 Laptop (12th Gen Core i5/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,46990
340,lenovo,Lenovo LOQ 15APH8 82XT004KIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB TRUE/ Win11/ 8GB Graph),dedicated,8,amd,ryzen 7,16,TRUE,512,FALSE,15.6,1920,1080,windows,107911
341,lenovo,Lenovo IdeaPad Gaming 3 Gen 6 82K2028QIN Laptop (AMD Ryzen 5 5500H/ 8GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,windows,51894
342,asus,Asus Chromebook CX1400FKA-EC0168 Laptop (Celeron N4500/ 8GB/ 128GB eMMC/ Chrome OS),integrated,0,intel,celeron,8,FALSE,128,TRUE,14,1920,1080,chrome,30199
343,avita,Avita Pura S102 Laptop (Celeron N4020/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,celeron,8,TRUE,512,FALSE,15.6,1920,1080,windows,20999
344,apple,Apple MacBook Pro 14 2023 Laptop (Apple M3/ 8GB/ 512GB TRUE/ macOS),apple,0,apple,m3,8,TRUE,512,FALSE,14.2,3024,1964,mac,169900
345,hp,HP Spectre x360 14-ef2036TU Laptop (13th Gen Core i7/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i7,16,TRUE,512,TRUE,13.5,3000,2000,windows,155299
346,hp,HP Omen 16-xd0005AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB TRUE/ Win11/ 6GB Graph),dedicated,6,amd,ryzen 7,16,TRUE,1024,FALSE,16.1,1920,1080,windows,111943
347,hp,HP ProBook 440 G9 821M3PA Laptop (12th Gen Core i5/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,512,FALSE,14,1366,768,windows,76599
348,hp,HP 15s-FR5012TU Laptop (12th Gen Core i3/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,40990
349,acer,Acer Aspire Lite AL15-51 15 2023 Laptop (11th Gen Core i5/ 8GB/ 1TB TRUE/ Win11),integrated,0,intel,core i5,8,TRUE,1024,FALSE,15.6,1920,1080,windows,46490
350,lenovo,Lenovo S14 Gen 3 82TW000VIH Laptop (12th Gen Core i5/ 8GB/ 512GB TRUE/ DOS),integrated,0,intel,core i5,8,TRUE,512,FALSE,14,1920,1080,dos,46990
351,hp,HP Victus 15-fa1134TX Laptop (12th Gen Core i7/ 16GB/ 512GB TRUE/ Win11 Home/ 6GB Graph),dedicated,6,intel,core i7,16,TRUE,512,FALSE,15.6,1920,1080,windows,99470
352,lenovo,Lenovo Legion Pro 7 82WQ007UIN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB TRUE/ Win11/ 16GB Graph),dedicated,16,intel,core i9,32,TRUE,1024,FALSE,16,2560,1600,windows,359095
353,microsoft,Microsoft Surface Laptop Go 3 XK1-00045 (12th Gen Core i5/ 8GB RAM/ 256 GB TRUE/ Win 11),integrated,0,intel,core i5,8,TRUE,256,TRUE,12.4,1536,1024,windows,79990
354,acer,Acer Aspire 5 A514-56M NX.KH6SI.001 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i5,16,TRUE,512,FALSE,14,1920,1200,windows,56990
355,acer,Acer Aspire Lite AL15-41 Laptop (AMD Ryzen 5 5500U/ 16GB/ 1TB TRUE/ Win11),integrated,0,amd,ryzen 5,16,TRUE,1024,FALSE,15.6,1920,1080,windows,39800
356,dell,Dell Inspiron 7430 IC7430MH5K0M01ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,8,TRUE,512,TRUE,14,1920,1200,windows,88990
357,lenovo,Lenovo IdeaPad Gaming 3 82K101LJIN Laptop (11th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,55190
358,hp,HP Omen 16-XD0007ax Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB TRUE/ Win11/ 6GB Graph),dedicated,6,amd,ryzen 7,16,TRUE,1024,FALSE,16.1,1920,1080,windows,112990
359,asus,Asus Vivobook Pro 15 OLED M6500QC-LK751WS Laptop (Ryzen 7 5800HS/ 16GB/ 1TB TRUE/ Win11/ 4GB Graph),dedicated,4,amd,ryzen 7,16,TRUE,1024,FALSE,15.6,1920,1080,windows,86500
360,msi,MSI Vector GP68 HX 13VG-214IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB TRUE/ Win11/ 8GB Graph),dedicated,8,intel,core i7,16,TRUE,1024,FALSE,16,2560,1600,windows,199990
361,dell,Dell G15-5530 15 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB TRUE/ Win11/ 6GB Graph),dedicated,8,intel,core i7,16,TRUE,1024,FALSE,15.6,1920,1080,windows,105490
362,lenovo,Lenovo IdeaPad Flex 5 82R9008FIN Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 5,16,TRUE,512,TRUE,14,1920,1200,windows,61990
363,asus,Asus Vivobook Go 14 E1404FA-NK547WS Laptop (Ryzen 5 7520U/ 8GB/ 512GB TRUE/ Win11),integrated,0,amd,ryzen 5,8,TRUE,512,FALSE,14,1920,1080,windows,47550
364,asus,Asus Vivobook 15X OLED M3504YA-LK552WS Laptop (AMD Ryzen 5 7530U/ 16GB/ 1TB TRUE/ Win11 Home),integrated,0,amd,ryzen 5,16,TRUE,1024,FALSE,15.6,1920,1080,windows,64990
365,lenovo,Lenovo Thinkpad L14 Gen 2 20X1S10V00 Laptop (11th Gen Core i3/ 8GB/ 512GB TRUE/ DOS),integrated,0,intel,core i3,8,TRUE,512,FALSE,14,1920,1080,dos,49499
366,lenovo,Lenovo V15 G4 Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,windows,36990
367,hp,HP Omen 16-k0789TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/ Win11/ 4GB Graph),dedicated,4,intel,core i5,16,TRUE,512,FALSE,16.1,1920,1080,windows,90999
368,lenovo,Lenovo IdeaPad 3 15IAU7 82RK00WXIN Laptop (12th Gen Core i3/ 8GB/ 256GB TRUE/ Win11 Home),integrated,0,intel,core i3,8,TRUE,256,FALSE,15.6,1920,1080,windows,34590
369,lenovo,Lenovo IdeaPad 1 15AMN7 82VG00ERIN Laptop (AMD Ryzen 3 7320U / 8GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 3,8,TRUE,512,FALSE,15.6,1920,1080,windows,32490
370,asus,Asus Vivobook 16X K3605VU-MB541WS Laptop (13th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home/ 6GB Graph),dedicated,6,intel,core i5,16,TRUE,512,FALSE,16,1920,1200,windows,99111
371,lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101R9IN Laptop (11th Gen Core i5/ 8GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,55700
372,hp,HP 250 G9 7M657PA Laptop (12th Gen Core i3/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1366,768,windows,35900
373,lenovo,Lenovo IdeaPad Gaming 3 82SB00V5IN Laptop (AMD Ryzen 7 6800H/ 8GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,amd,ryzen 7,8,TRUE,512,FALSE,15.6,1920,1080,windows,70190
374,lenovo,Lenovo Yoga 7 82YL0095IN Laptop (13th Gen Core i5/ 16GB/ 1TB TRUE/ Win11 Home),integrated,0,intel,core i5,16,TRUE,1024,TRUE,14,2880,1800,windows,92190
375,asus,Asus Vivobook Go 14 E410KA-EK013W Laptop (Celeron N4500/ 8GB/ 256GB TRUE/ Win11 Home),integrated,0,intel,celeron,8,TRUE,256,FALSE,14,1920,1080,windows,27990
376,asus,Asus Vivobook Pro 15 OLED M6500QC-LK741WS Laptop (Ryzen 7 5800HS/ 16GB/ 512GB TRUE/ Win11/ 4GB Graph),dedicated,4,amd,ryzen 7,16,TRUE,512,FALSE,15.6,1920,1080,windows,79970
377,acer,Acer Chromebook CB314-3H NX.K04SI.008 Laptop (Intel Celeron N4500/ 8GB/ 64GB TRUE/ Chrome OS),integrated,0,intel,celeron,8,TRUE,64,FALSE,14,1080,1920,chrome,23990
378,dell,Dell Inspiron 3520 IN3520KTMFJS01ORS1 Laptop (11th Gen Core i3/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,51487
379,lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K20289IN Laptop (AMD Ryzen 5 5500H/ 8GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,windows,51990
380,dell,Dell Inspiron 7430 2 in 1 2023 Laptop (13th Gen Core i3/ 8GB/ 256GB TRUE/ Win11),integrated,0,intel,core i3,8,TRUE,256,TRUE,14,1920,1200,windows,56990
381,hp,HP Omen 17-ck2011TX Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB TRUE/ Win11/ 16GB Graph),dedicated,16,intel,core i9,32,TRUE,1024,FALSE,17.3,2560,1440,windows,342500
382,zebronics,Zebronics Pro Series Z ZEB-NBC 4S 2023 Laptop (12th Gen Core i5 / 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,39990
383,zebronics,Zebronics ZEB-NBC 2S 2023 Laptop (11th Gen Core i5 / 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,32990
384,primebook,Primebook PBMTWIFI11064 Wi-Fi Laptop (MediaTek MT8183/ 4GB/ 64B eMMC/ Prime OS),integrated,0,other,other,4,FALSE,64,FALSE,11.6,1366,768,other,12990
385,acer,Acer Aspire 5 A515-58GM 15 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB TRUE/ Win11/ 4GB Graphics),dedicated,4,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,63999
